SRNO,INVDATE,INVNO,SUPPLIER,PARTY,ITEM,BRAND,HSN,PCS,QTY,PRATE,ADAT %,DISC %,DISC AMT,RATE,ACCVALUE,GSTPERC,GSTAMT,NET AMT,LRNO,CASE NO,TRANSPORT,SALESPERSON
1624,17/04/2026,683,MANIBHADRA TRADELINK,V R PAWAR SAREES,RADHIKA,ABHIRANG TEXTILES,540754,80,0,310,2,2,-496,310,24800,5,1239.5,26029.58,0734045,166,J.D.LOGISTICS,AMAR BHAI
1625,17/04/2026,684,MANIBHADRA TRADELINK,V R PAWAR SAREES,FLAME,ROHAN FABRICS,540754,4,0,775,2,2,-62,775,3100,5,154.94,3253.7,0734293,316,J.D.LOGISTICS,AMAR BHAI
1626,17/04/2026,684,MANIBHADRA TRADELINK,V R PAWAR SAREES,T 20,ROHAN FABRICS,540754,6,0,485,2,2,-58.2,485,2910,5,145.44,3054.28,0734293,316,J.D.LOGISTICS,AMAR BHAI
1627,17/04/2026,684,MANIBHADRA TRADELINK,V R PAWAR SAREES,MONA LISHA,ROHAN FABRICS,540754,12,0,732,2,2,-175.68,732,8784,5,439.02,9219.51,0734293,316,J.D.LOGISTICS,AMAR BHAI
1628,17/04/2026,684,MANIBHADRA TRADELINK,V R PAWAR SAREES,YASH,ROHAN FABRICS,540754,12,0,681,2,2,-163.44,681,8172,5,408.44,8577.17,0734293,316,J.D.LOGISTICS,AMAR BHAI
1629,17/04/2026,684,MANIBHADRA TRADELINK,V R PAWAR SAREES,SITAFAL,ROHAN FABRICS,540754,42,0,860,2,2,-722.4,860,36120,5,1805.28,37910.83,0734293,316,J.D.LOGISTICS,AMAR BHAI
1630,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAM RATAN DHAN PAYO,SHREE SHREE BALAJI FABRICS,540754,12,0,935,2,12,-1346.4,935,11220,5,503.55,10574.62,0734379,671,J.D.LOGISTICS,AMAR BHAI
1631,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,GOPI GEET,SHREE SHREE BALAJI FABRICS,540754,12,0,795,2,12,-1144.8,795,9540,5,428.16,8991.26,0734379,671,J.D.LOGISTICS,AMAR BHAI
1632,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,TULSI KE RAMM,SHREE SHREE BALAJI FABRICS,540754,12,0,865,2,12,-1245.6,865,10380,5,465.85,9782.94,0734379,671,J.D.LOGISTICS,AMAR BHAI
1633,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,BAL LEELA,SHREE SHREE BALAJI FABRICS,540754,12,0,765,2,12,-1101.6,765,9180,5,412,8651.97,0734379,671,J.D.LOGISTICS,AMAR BHAI
1634,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,KAMAL NAYAN,SHREE SHREE BALAJI FABRICS,540754,12,0,1199,2,12,-1726.56,1199,14388,5,645.73,13560.4,0734379,671,J.D.LOGISTICS,AMAR BHAI
1635,17/04/2026,685,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHREE RADHIKA,SHREE SHREE BALAJI FABRICS,540754,6,0,955,2,12,-687.6,955,5730,5,257.16,5400.41,0734379,671,J.D.LOGISTICS,AMAR BHAI
1636,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAM RATAN DHAN PAYO,SHREE SHREE BALAJI FABRICS,540754,12,0,935,2,12,-1346.4,935,11220,5,503.55,10574.62,0734380,672,J.D.LOGISTICS,AMAR BHAI
1637,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,GOPI GEET,SHREE SHREE BALAJI FABRICS,540754,12,0,795,2,12,-1144.8,795,9540,5,428.16,8991.26,0734380,672,J.D.LOGISTICS,AMAR BHAI
1638,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,TULSI KE RAMM,SHREE SHREE BALAJI FABRICS,540754,12,0,865,2,12,-1245.6,865,10380,5,465.85,9782.94,0734380,672,J.D.LOGISTICS,AMAR BHAI
1639,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,BAL LEELA,SHREE SHREE BALAJI FABRICS,540754,12,0,765,2,12,-1101.6,765,9180,5,412,8651.97,0734380,672,J.D.LOGISTICS,AMAR BHAI
1640,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,KAMAL NAYAN,SHREE SHREE BALAJI FABRICS,540754,12,0,1199,2,12,-1726.56,1199,14388,5,645.73,13560.4,0734380,672,J.D.LOGISTICS,AMAR BHAI
1641,17/04/2026,686,MANIBHADRA TRADELINK,V R PAWAR SAREES,SANT MILAN,SHREE SHREE BALAJI FABRICS,540754,6,0,1080,2,12,-777.6,1080,6480,5,290.82,6107.27,0734380,672,J.D.LOGISTICS,AMAR BHAI
1642,17/04/2026,687,MANIBHADRA TRADELINK,V R PAWAR SAREES,SONIKA,ASHOK TEX,540754,862,0,182,2,2,-3137.68,182,156884,5,7841.06,164662.31,0735047,116,J.D.LOGISTICS,AMAR BHAI
1643,18/04/2026,688,MANIBHADRA TRADELINK,V R PAWAR SAREES,TIRUPATI SILK,JAY MAHAVIR SAREE,540754,80,0,511,2,4,-1635.2,511,40880,5,2001.49,42031.19,0734592,639,J.D.LOGISTICS,RISHIKESH
1644,18/04/2026,689,MANIBHADRA TRADELINK,V R PAWAR SAREES,KALAKRITI,AAI ANANDA SYNTEX,540754,74,0,411,2,3,-912.42,411,30414,5,1504.58,31596.19,0735472,1008,J.D.LOGISTICS,AMAR BHAI
1645,18/04/2026,690,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHAMELI,VAANI FASHION,540754,90,0,305,2,2,-549,305,27450,5,1371.95,28810.97,0734602,262,J.D.LOGISTICS,AMAR BHAI
1646,18/04/2026,691,MANIBHADRA TRADELINK,V R PAWAR SAREES,A-1 SILK,SURIYA PRINT,540754,85,0,515,2,2,-875.5,515,43775,5,2187.87,45945.36,0734589,99,J.D.LOGISTICS,AMAR BHAI
1647,18/04/2026,692,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAANI,SANJYOTI EXCLUSIVES,540754,72,0,330,2,2,-475.2,330,23760,5,1187.53,24938.03,0734400,318,J.D.LOGISTICS,AMAR BHAI
1648,18/04/2026,693,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAANI,SANJYOTI EXCLUSIVES,540754,120,0,250,2,2,-600,250,30000,5,1499.4,31487.4,0734519,319,J.D.LOGISTICS,AMAR BHAI
1649,18/04/2026,694,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAANI,SANJYOTI EXCLUSIVES,540754,72,0,330,2,2,-475.2,330,23760,5,1187.53,24938.03,0734397,317,J.D.LOGISTICS,AMAR BHAI
1650,18/04/2026,695,MANIBHADRA TRADELINK,V R PAWAR SAREES,VAANI,SANJYOTI EXCLUSIVES,540754,120,0,250,2,2,-600,250,30000,5,1499.4,31487.4,0734516,320,J.D.LOGISTICS,AMAR BHAI
1651,18/04/2026,696,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHAMELI,VAANI FASHION,540754,98,0,305,2,2,-597.8,305,29890,5,1493.9,31371.94,0734605,307,J.D.LOGISTICS,AMAR BHAI
1652,18/04/2026,697,MANIBHADRA TRADELINK,V R PAWAR SAREES,SUNANDA,VARSHA FABRICS,540754,152,0,193,2,2,-586.72,193,29336,5,1466.21,30790.48,0734533,52,J.D.LOGISTICS,AMAR BHAI
1653,18/04/2026,698,MANIBHADRA TRADELINK,V R PAWAR SAREES,SUNANDA,VARSHA FABRICS,540754,153,0,193,2,2,-590.58,193,29529,5,1475.86,30993.05,0734532,51,J.D.LOGISTICS,AMAR BHAI
1654,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,MARIA,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,855,2,7,-598.5,855,8550,5,405.53,8516.06,0734726,701,J.D.LOGISTICS,AMAR BHAI
1655,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,CATLOG FAMOUS,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,650,2,7,-455,650,6500,5,308.3,6474.2,0734726,701,J.D.LOGISTICS,AMAR BHAI
1656,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,GANDHARI,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,1299,2,7,-909.3,1299,12990,5,616.12,12938.43,0734726,701,J.D.LOGISTICS,AMAR BHAI
1657,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,PANCHALI,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,899,2,7,-629.3,899,8990,5,426.4,8954.31,0734726,701,J.D.LOGISTICS,AMAR BHAI
1658,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,MISHRI,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,755,2,7,-528.5,755,7550,5,358.1,7520.03,0734726,701,J.D.LOGISTICS,AMAR BHAI
1659,18/04/2026,699,MANIBHADRA TRADELINK,V R PAWAR SAREES,KUNTI,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,1299,2,7,-909.3,1299,12990,5,616.12,12938.43,0734726,701,J.D.LOGISTICS,AMAR BHAI
1660,18/04/2026,700,MANIBHADRA TRADELINK,V R PAWAR SAREES,ROOHI,AMBICA FAB DESIGN (INDIA) LLP,540754,9,0,899,2,7,-566.37,899,8091,5,383.76,8058.88,0734727,702,J.D.LOGISTICS,AMAR BHAI
1661,18/04/2026,700,MANIBHADRA TRADELINK,V R PAWAR SAREES,CATLOG VINTAGE,AMBICA FAB DESIGN (INDIA) LLP,540754,17,0,755,2,7,-898.45,755,12835,5,608.76,12784.04,0734727,702,J.D.LOGISTICS,AMAR BHAI
1662,18/04/2026,700,MANIBHADRA TRADELINK,V R PAWAR SAREES,SABHYATA,AMBICA FAB DESIGN (INDIA) LLP,540754,10,0,999,2,7,-699.3,999,9990,5,473.83,9950.34,0734727,702,J.D.LOGISTICS,AMAR BHAI
1663,18/04/2026,700,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHAHI,AMBICA FAB DESIGN (INDIA) LLP,540754,6,0,999,2,7,-419.58,999,5994,5,284.3,5970.21,0734727,702,J.D.LOGISTICS,AMAR BHAI
1664,18/04/2026,700,MANIBHADRA TRADELINK,V R PAWAR SAREES,PHANTOM,AMBICA FAB DESIGN (INDIA) LLP,540754,4,0,999,2,7,-279.72,999,3996,5,189.53,3980.14,0734727,702,J.D.LOGISTICS,AMAR BHAI
1665,18/04/2026,701,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA,SAI CREATION,540754,84,0,285,2,2,-478.8,285,23940,5,1196.52,25126.94,0734822,246,J.D.LOGISTICS,AMAR BHAI
1666,18/04/2026,702,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA,SAI CREATION,540754,80,0,285,2,2,-456,285,22800,5,1139.54,23930.42,0734823,247,J.D.LOGISTICS,AMAR BHAI
1667,18/04/2026,703,MANIBHADRA TRADELINK,V R PAWAR SAREES,NEW GANGA,SAI CREATION,540754,80,0,285,2,2,-456,285,22800,5,1139.54,23930.42,0734821,248,J.D.LOGISTICS,AMAR BHAI
1668,18/04/2026,704,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734689,1149,J.D.LOGISTICS,AMAR BHAI
1669,18/04/2026,705,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734691,1150,J.D.LOGISTICS,AMAR BHAI
1670,18/04/2026,706,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734685,1158,J.D.LOGISTICS,AMAR BHAI
1671,18/04/2026,707,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734687,1159,J.D.LOGISTICS,AMAR BHAI
1672,18/04/2026,708,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734686,1160,J.D.LOGISTICS,AMAR BHAI
1673,18/04/2026,709,MANIBHADRA TRADELINK,V R PAWAR SAREES,LINEN SPECIAL,ROZY SILK MILLS,540754,84,0,225,2,2,-378,225,18900,5,944.62,19837.06,0734688,1161,J.D.LOGISTICS,AMAR BHAI
1674,18/04/2026,710,MANIBHADRA TRADELINK,V R PAWAR SAREES,TANA BANA BRIDAL 6108,JULAHAA EXCLUSIVE,540754,1,0,4830,2,10,-483,4830,4830,5,221.7,4655.64,0736664,361734,J.D.LOGISTICS,RATAN BHAI
1675,18/04/2026,710,MANIBHADRA TRADELINK,V R PAWAR SAREES,TANA BANA BRIDAL 6116,JULAHAA EXCLUSIVE,540754,1,0,4830,2,10,-483,4830,4830,5,221.7,4655.64,0736664,361734,J.D.LOGISTICS,RATAN BHAI
1676,18/04/2026,710,MANIBHADRA TRADELINK,V R PAWAR SAREES,TANA BANA BRIDAL 6106,JULAHAA EXCLUSIVE,540754,1,0,4830,2,10,-483,4830,4830,5,221.7,4655.64,0736664,361734,J.D.LOGISTICS,RATAN BHAI
1677,18/04/2026,710,MANIBHADRA TRADELINK,V R PAWAR SAREES,TANA BANA BRIDAL 6119,JULAHAA EXCLUSIVE,540754,1,0,4830,2,10,-483,4830,4830,5,221.7,4655.64,0736664,361734,J.D.LOGISTICS,RATAN BHAI
1678,18/04/2026,710,MANIBHADRA TRADELINK,V R PAWAR SAREES,TANA BANA BRIDAL 6129,JULAHAA EXCLUSIVE,540754,1,0,4830,2,10,-483,4830,4830,5,221.7,4655.64,0736664,361734,J.D.LOGISTICS,RATAN BHAI
1679,18/04/2026,711,MANIBHADRA TRADELINK,V R PAWAR SAREES,RAJ,SHYAM TEX,540754,30,0,595,2,2,-357,595,17850,5,892.14,18735,0734669,160,J.D.LOGISTICS,AMAR BHAI
1680,18/04/2026,711,MANIBHADRA TRADELINK,V R PAWAR SAREES,UPKAR 8,SHYAM TEX,540754,5,0,595,2,2,-59.5,595,2975,5,148.69,3122.5,0734669,160,J.D.LOGISTICS,AMAR BHAI
1681,18/04/2026,711,MANIBHADRA TRADELINK,V R PAWAR SAREES,DHADKAN 2,SHYAM TEX,540754,5,0,595,2,2,-59.5,595,2975,5,148.69,3122.5,0734669,160,J.D.LOGISTICS,AMAR BHAI
1682,18/04/2026,711,MANIBHADRA TRADELINK,V R PAWAR SAREES,LALO,SHYAM TEX,540754,36,0,425,2,2,-306,425,15300,5,764.69,16058.57,0734669,160,J.D.LOGISTICS,AMAR BHAI
1683,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,MINAXI Y,SAI DESIGNER CREATIVE,540754,5,0,1795,2,,,1795,8975,5,457.73,9612.23,0734491,505,J.D.LOGISTICS,RATAN BHAI
1684,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,NANDANI Y,SAI DESIGNER CREATIVE,540754,5,0,1975,2,,,1975,9875,5,503.63,10576.13,0734491,505,J.D.LOGISTICS,RATAN BHAI
1685,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,TWINKLE Y,SAI DESIGNER CREATIVE,540754,5,0,1295,2,,,1295,6475,5,330.23,6934.73,0734491,505,J.D.LOGISTICS,RATAN BHAI
1686,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,ROYAL Y,SAI DESIGNER CREATIVE,540754,5,0,1255,2,,,1255,6275,5,320.03,6720.53,0734491,505,J.D.LOGISTICS,RATAN BHAI
1687,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,DADHICHI Y,SAI DESIGNER CREATIVE,540754,5,0,1145,2,,,1145,5725,5,291.98,6131.48,0734491,505,J.D.LOGISTICS,RATAN BHAI
1688,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,PRIYANKA Y,SAI DESIGNER CREATIVE,540754,5,0,1495,2,,,1495,7475,5,381.23,8005.73,0734491,505,J.D.LOGISTICS,RATAN BHAI
1689,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,TIRUPATI Y,SAI DESIGNER CREATIVE,540754,5,0,1375,2,,,1375,6875,5,350.63,7363.13,0734491,505,J.D.LOGISTICS,RATAN BHAI
1690,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,ALKA Y,SAI DESIGNER CREATIVE,540754,5,0,1295,2,,,1295,6475,5,330.23,6934.73,0734491,505,J.D.LOGISTICS,RATAN BHAI
1691,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,CHISTI Y,SAI DESIGNER CREATIVE,540754,5,0,1395,2,,,1395,6975,5,355.73,7470.23,0734491,505,J.D.LOGISTICS,RATAN BHAI
1692,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,DRASHTI Y,SAI DESIGNER CREATIVE,540754,5,0,1345,2,,,1345,6725,5,342.98,7202.48,0734491,505,J.D.LOGISTICS,RATAN BHAI
1693,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,GULAB Y,SAI DESIGNER CREATIVE,540754,5,0,1235,2,,,1235,6175,5,314.93,6613.43,0734491,505,J.D.LOGISTICS,RATAN BHAI
1694,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,BHAVYA Y,SAI DESIGNER CREATIVE,540754,5,0,1095,2,,,1095,5475,5,279.23,5863.73,0734491,505,J.D.LOGISTICS,RATAN BHAI
1695,18/04/2026,712,MANIBHADRA TRADELINK,V R PAWAR SAREES,KAVYA Y,SAI DESIGNER CREATIVE,540754,5,0,1095,2,,,1095,5475,5,279.23,5863.73,0734491,505,J.D.LOGISTICS,RATAN BHAI
1696,18/04/2026,713,MANIBHADRA TRADELINK,V R PAWAR SAREES,PANCHALI SILK L,SAI DESIGNER CREATIVE,540754,9,0,2285,2,,,2285,20565,5,1048.82,22025.12,0734495,506,J.D.LOGISTICS,RATAN BHAI
1697,18/04/2026,713,MANIBHADRA TRADELINK,V R PAWAR SAREES,MALAI SILK,SAI DESIGNER CREATIVE,540754,10,0,1975,2,,,1975,19750,5,1007.25,21152.25,0734495,506,J.D.LOGISTICS,RATAN BHAI
1698,18/04/2026,713,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAMTA SILK 6,SAI DESIGNER CREATIVE,540754,8,0,1445,2,,,1445,11560,5,589.56,12380.76,0734495,506,J.D.LOGISTICS,RATAN BHAI
1699,18/04/2026,714,MANIBHADRA TRADELINK,V R PAWAR SAREES,TAMANNA SILK,SAI DESIGNER CREATIVE,540754,6,0,3215,2,,,3215,19290,5,983.79,20659.59,0734493,508,J.D.LOGISTICS,RATAN BHAI
1700,18/04/2026,714,MANIBHADRA TRADELINK,V R PAWAR SAREES,LELA MAJNU DYBLE,SAI DESIGNER CREATIVE,540754,12,0,2175,2,,,2175,26100,5,1331.1,27953.1,0734493,508,J.D.LOGISTICS,RATAN BHAI
1701,18/04/2026,714,MANIBHADRA TRADELINK,V R PAWAR SAREES,NIKITA DYBLE,SAI DESIGNER CREATIVE,540754,12,0,2125,2,,,2125,25500,5,1300.5,27310.5,0734493,508,J.D.LOGISTICS,RATAN BHAI
1702,18/04/2026,715,MANIBHADRA TRADELINK,V R PAWAR SAREES,BHADRIKA SILK L,SAI DESIGNER CREATIVE,540754,8,0,2345,2,,,2345,18760,5,956.76,20091.96,0734497,510,J.D.LOGISTICS,RATAN BHAI
1703,18/04/2026,715,MANIBHADRA TRADELINK,V R PAWAR SAREES,LUCKY SILK,SAI DESIGNER CREATIVE,540754,4,0,1625,2,,,1625,6500,5,331.5,6961.5,0734497,510,J.D.LOGISTICS,RATAN BHAI
1704,18/04/2026,715,MANIBHADRA TRADELINK,V R PAWAR SAREES,GANESHA SILK L,SAI DESIGNER CREATIVE,540754,3,0,1995,2,,,1995,5985,5,305.24,6409.94,0734497,510,J.D.LOGISTICS,RATAN BHAI
1705,18/04/2026,715,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAMTA SILK 11,SAI DESIGNER CREATIVE,540754,8,0,1445,2,,,1445,11560,5,589.56,12380.76,0734497,510,J.D.LOGISTICS,RATAN BHAI
1706,18/04/2026,715,MANIBHADRA TRADELINK,V R PAWAR SAREES,VIDHYA SILK,SAI DESIGNER CREATIVE,540754,4,0,1295,2,,,1295,5180,5,264.18,5547.78,0734497,510,J.D.LOGISTICS,RATAN BHAI
1707,18/04/2026,716,MANIBHADRA TRADELINK,V R PAWAR SAREES,MANASWI SILK LITE,SAI DESIGNER CREATIVE,540754,8,0,2345,2,,,2345,18760,5,956.76,20091.96,0734496,509,J.D.LOGISTICS,RATAN BHAI
1708,18/04/2026,716,MANIBHADRA TRADELINK,V R PAWAR SAREES,AYANSHI SILK L,SAI DESIGNER CREATIVE,540754,8,0,2145,2,,,2145,17160,5,875.16,18378.36,0734496,509,J.D.LOGISTICS,RATAN BHAI
1709,18/04/2026,716,MANIBHADRA TRADELINK,V R PAWAR SAREES,JUNNU SILK L,SAI DESIGNER CREATIVE,540754,4,0,2275,2,,,2275,9100,5,464.1,9746.1,0734496,509,J.D.LOGISTICS,RATAN BHAI
1710,18/04/2026,716,MANIBHADRA TRADELINK,V R PAWAR SAREES,CITY SILK,SAI DESIGNER CREATIVE,540754,4,0,1625,2,,,1625,6500,5,331.5,6961.5,0734496,509,J.D.LOGISTICS,RATAN BHAI
1711,18/04/2026,717,MANIBHADRA TRADELINK,V R PAWAR SAREES,GOPI SILK LITE,SAI DESIGNER CREATIVE,540754,8,0,2150,2,,,2150,17200,5,877.2,18421.2,0734494,507,J.D.LOGISTICS,RATAN BHAI
1712,18/04/2026,717,MANIBHADRA TRADELINK,V R PAWAR SAREES,JUNAR SILK,SAI DESIGNER CREATIVE,540754,10,0,1975,2,,,1975,19750,5,1007.25,21152.25,0734494,507,J.D.LOGISTICS,RATAN BHAI
1713,18/04/2026,717,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAMTA SILK 7,SAI DESIGNER CREATIVE,540754,8,0,1445,2,,,1445,11560,5,589.56,12380.76,0734494,507,J.D.LOGISTICS,RATAN BHAI
1714,18/04/2026,717,MANIBHADRA TRADELINK,V R PAWAR SAREES,VIDHYA SILK,SAI DESIGNER CREATIVE,540754,4,0,1295,2,,,1295,5180,5,264.18,5547.78,0734494,507,J.D.LOGISTICS,RATAN BHAI
1715,18/04/2026,718,MANIBHADRA TRADELINK,V R PAWAR SAREES,PREKSHA RANGKAT SIR,SAI AASHA,540754,26,0,1625,2,,,1625,42250,5,2154.75,45249.75,0734500,478,J.D.LOGISTICS,RATAN BHAI
1716,18/04/2026,719,MANIBHADRA TRADELINK,V R PAWAR SAREES,RIYA RANGKAT SIR,SAI AASHA,540754,23,0,1625,2,,,1625,37375,5,1906.13,40028.63,0734503,477,J.D.LOGISTICS,RATAN BHAI
1717,18/04/2026,719,MANIBHADRA TRADELINK,V R PAWAR SAREES,MAYAVI RANGKAT SIR,SAI AASHA,540754,22,0,1695,2,,,1695,37290,5,1901.79,39937.59,0734503,477,J.D.LOGISTICS,RATAN BHAI
1718,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,7273,VRAJGOPI CREATION,540754,1,0,3995,2,4,-159.8,3995,3995,5,195.6,4107.5,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1719,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,6656,VRAJGOPI CREATION,540754,1,0,3995,2,4,-159.8,3995,3995,5,195.6,4107.5,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1720,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,7139,VRAJGOPI CREATION,540754,1,0,9495,2,4,-379.8,9495,9495,5,464.88,9762.38,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1721,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,7206,VRAJGOPI CREATION,540754,1,0,8995,2,4,-359.8,8995,8995,5,440.4,9248.3,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1722,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,5334,VRAJGOPI CREATION,540754,3,0,4195,2,4,-503.4,4195,12585,5,616.16,12939.39,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1723,18/04/2026,720,MANIBHADRA TRADELINK,V R PAWAR SAREES,8347,VRAJGOPI CREATION,540754,1,0,9995,2,4,-399.8,9995,9995,5,489.36,10276.46,0735060,1056,J.D.LOGISTICS,RATAN BHAI
1724,18/04/2026,721,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734508,1200,J.D.LOGISTICS,AMAR BHAI
1725,18/04/2026,722,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734505,1219,J.D.LOGISTICS,AMAR BHAI
1726,18/04/2026,723,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734507,1220,J.D.LOGISTICS,AMAR BHAI
1727,18/04/2026,724,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734506,1221,J.D.LOGISTICS,AMAR BHAI
1728,18/04/2026,725,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734509,1222,J.D.LOGISTICS,AMAR BHAI
1729,18/04/2026,726,MANIBHADRA TRADELINK,V R PAWAR SAREES,MOGRA SILK,ROZY SILK MILLS,540754,84,0,345,2,2,-579.6,345,28980,5,1448.42,30416.83,0734510,1223,J.D.LOGISTICS,AMAR BHAI
1730,18/04/2026,727,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734842,372,J.D.LOGISTICS,AMAR BHAI
1731,18/04/2026,728,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734840,371,J.D.LOGISTICS,AMAR BHAI
1732,18/04/2026,729,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734839,370,J.D.LOGISTICS,AMAR BHAI
1733,18/04/2026,730,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734846,369,J.D.LOGISTICS,AMAR BHAI
1734,18/04/2026,731,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734843,368,J.D.LOGISTICS,AMAR BHAI
1735,18/04/2026,732,MANIBHADRA TRADELINK,V R PAWAR SAREES,SHRIMATI,B. SUMIT & CO.,540754,72,0,375,2,2,-540,375,27000,5,1349.46,28338.66,0734848,367,J.D.LOGISTICS,AMAR BHAI
