Item Name,Design No,Colour (Shades),Purchase Price (Ex-Mill),Sales Price (Retail)
EXCELLENCE,E3800 / 1TE0122804,"21, 41, 44, 46, 57, 65, 67, 78, 88, 93, 109, 20, 92, 97, 103, 108",1100.00,2022.00
EXCELLENCE,E3800 / 1TE0123032,"1, 2, 4, 5, 6, 10, 12, 13, 15, 16, 18, 17",1100.00,2022.00
EXCELLENCE,E3800 / 1TE0122547,"6, 7, 31, 33, 43, 44, 45, 46, 47, 49, 74, 85, 86, 87",1100.00,2022.00
EXCELLENCE,E3800 / 1PE0122758,"90, 91, 95, 96, 98, 100, 102, 1, 4, 5, 15, 58, 64, 93, 121, 158, 168, 208, 213, 215, 225, 240, 243, 298, 309, 310, 320, 355, 356, 357",1100.00,2022.00
EXCELLENCE,E3800 / 1TE0133106,"1, 2, 3, 4, 5, 9, 24, 34, 38, 13, 17",1065.00,1958.00
EXCELLENCE,E3800 / 1TE0151566,"1, 2, 3, 4, 5, 6",1065.00,1958.00
TECHNOSMART,E3499 / 1TE1001987,"2, 4, 1, 3",1425.00,2697.00
TECHNOSMART,E3499 / 1TE1001989,"1, 2, 3",1425.00,2697.00
TECHNOSMART,E3499 / 1TE0153495,"1, 2, 3",1425.00,2697.00
TECHNOSMART,E3499 / 1TE1001993,"1, 3, 4, 2",1425.00,2697.00
TECHNOSMART,E3499 / 1TE1001996,"1, 2, 4, 5, 3",1425.00,2697.00
TECHNOSMART,E3499 / 1TE1001997,"1, 2, 3, 4",1425.00,2697.00
TECHNOSMART,E3499 / 1TE0114518,"4, 6, 10, 12, 14, 15, 2, 5, 22, 9, 13, 17",1425.00,2697.00
TECHNOSMART,E3501 / 1TE0114519,"6, 7, 8, 10, 12, 17, 20, 23, 24, 25, 2, 11, 13, 18, 21, 22",1425.00,2697.00
TECHNOSMART,E3499 / 1TE1001998,"1, 2",1425.00,2697.00
TECHNOSMART,E3499 / 1TE0140662,"2, 3, 6, 8, 1, 5, 7, 9",1425.00,2697.00
TECHNOSMART,E3499 / 1TE0113329,"1, 2, 5, 8, 9, 10, 11, 28, 34, 35, 4, 7, 18, 30, 32, 33",1425.00,2697.00
TECHNOSMART,E3502 / 1TE1001955,"3, 4, 1, 2",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001956,"1, 2, 3",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001957,"1, 2, 3, 4, 5",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001958,"1, 2, 3, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001959,"1, 2, 3",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001960,"1, 2, 3, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001961,"1, 2, 3, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001962,"1, 2, 3, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001963,"1, 2, 3",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001965,"1, 2",1045.00,1978.00
TECHNOSMART,E3502 / 1TE1001966,"2, 4, 5, 6, 3, 7, 1",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0152972,"1, 2, 3, 4, 5",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0152975,"1, 2, 3, 5, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0113311,"2, 3, 6, 7, 8, 14, 17, 18, 19, 21, 22, 12, 27, 28",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0113243,"5, 6, 12, 14, 15, 23, 36, 37, 38, 1, 2, 8, 9, 10, 13, 17, 24, 29, 30, 16",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0113460,"1, 2, 4, 7, 10, 17, 18, 21, 22, 3, 8, 11, 19, 9",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0113458,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 16, 24, 26, 28, 12, 23",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0113605,"1, 2, 3, 4, 5, 6, 9, 11, 17, 21, 25, 14",1045.00,1978.00
TECHNOSMART,E3502 / 1TE0153312,"3, 1, 2, 4",1045.00,1978.00
TECHNOSMART,E3502 / 1PE0113264,"1, 4, 6, 8, 11, 12, 14, 19, 28, 38, 44, 49, 53, 55, 65, 71, 76, 77, 79, 80, 81, 89, 91, 92, 93, 18",1045.00,1978.00
TECHNO FRESH,E8593 / 1TE1001968,"1, 2, 3",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001970,"1, 2, 3",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001971,"1, 2, 3",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE0153348,"2, 1, 3, 4, 5",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001972,"1, 2, 3, 4",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001973,"1, 2, 3",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001974,"1, 2, 3, 4, 5",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001976,"1, 2, 3, 4",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1001977,"1, 2, 3, 4",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE0153350,"1, 2, 3",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE0153347,"1, 3, 2, 4",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE0150508,"1, 3, 5, 6, 2, 4",1115.00,2050.00
TECHNO FRESH,E8593 / 1PE0134793,"1, 2, 3, 5, 6, 7, 8, 14, 15, 16, 18, 22, 10, 11, 12, 19, 23",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE0139037,"4, 6, 11, 19, 20, 1, 2, 3, 5, 10, 12, 16, 21, 22, 23",1115.00,2050.00
TECHNO FRESH,E8593 / 1TE1002564,"1, 2, 3, 4",1115.00,2050.00
MONTE CRISTO TROUSERING,E3920 / 1PE0117285,"1, 2, 3, 8, 13, 14, 56, 73, 88, 92, 94, 95, 97, 99, 100, 101, 102, 104, 105, 106, 66, 90, 91",1100.00,1903.00
GILTEDGE,E3401 / 1PE0109632,"4, 5, 8, 12, 86, 95, 167, 169, 213, 259, 275, 292, 293",1080.00,1869.00
GILTEDGE,E3399 / 1PE0112430,"4, 5, 10, 14, 16, 34, 46, 52, 61, 63, 70, 81, 108, 131, 134, 135, 138, 144, 146, 156, 2, 36",1180.00,2042.00
GILTEDGE,E3401 / 1PE0109633,"8, 22, 130, 520, 527, 545, 546, 13, 547",1015.00,1756.00
SPANAX,E8457 / 1TE0139187,"1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 6, 21, 23, 26, 27, 28, 9",1075.00,1918.00
SPANAX,E8457 / 1TE1001586,"1, 2, 3, 4, 5",1075.00,1918.00
SPANAX,E8457 / 1TE1001588,"1, 2, 3, 4, 5, 6",1075.00,1918.00
SPANAX,E8457 / 1TE1001589,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1001590,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1001592,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1001593,"1, 2, 3",1075.00,1918.00
SPANAX,E8457 / 1TE1001594,"1, 2, 3",1075.00,1918.00
SPANAX,E8457 / 1TE0151442,"2, 3, 4, 5, 6",1075.00,1918.00
SPANAX,E8457 / 1PE0152861,"1, 6, 7, 8, 3, 4, 5",1075.00,1918.00
SPANAX,E8457 / 1TE1001595,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1001596,"1, 2, 3, 4",1075.00,1918.00
SPANAX,X2920 / 1TX0152048,"1, 3, 6, 7, 9, 10, 2, 4, 16",1180.00,2106.00
SPANAX,E8457 / 1TE0151452,"2, 4, 1, 3",1075.00,1918.00
SPANAX,E8457 / 1PE0139188,"1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 28, 63, 48, 70, 71, 74, 82, 83, 84",1075.00,1918.00
SPANAX,X2682 / 1TX0131273,"1, 2, 3, 4, 28",1155.00,2061.00
SPANAX,X2776 / 1TX0139190,"1, 2, 8, 9, 10, 3, 4, 5, 6, 7",1425.00,2543.00
SPANAX,X2776 / 1TX1001597,"1, 2, 3",1425.00,2543.00
SPANAX,E8457 / 1TE1001599,"3, 4, 5, 6, 1, 2",1075.00,1918.00
SPANAX,E8457 / 1TE1002560,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1002562,"1, 2, 3, 4",1075.00,1918.00
SPANAX,E8457 / 1TE1002561,"1, 2, 3, 4, 5",1075.00,1918.00
SPANAX,E0026 / 1TE1002867,"1, 2",1075.00,1918.00
SPANAX,E0026 / 1TE1002868,"1, 2",1075.00,1918.00
SPANAX,E0026 / 1TE1002869,"1, 2",1075.00,1918.00
SPANAX,E0026 / 1TE1002870,"1, 2",1075.00,1918.00
S.FINE SAPPHIRE,E3427 / 1TE1002517,"1, 2, 3, 4, 5",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002518,"2, 3, 4, 5, 6, 1",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE0154210,"1, 2, 3, 4, 5, 6, 7",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002520,"1, 2, 3",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002521,"1, 2, 3, 4, 5, 6",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002522,"1, 2, 3, 4",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE0120065,"1, 2, 3, 5, 6, 7, 12, 18, 40, 46, 52, 53, 10, 17",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002523,"1, 2, 3, 4, 5",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1PE0154177,"1, 2, 3, 4, 9, 10, 5, 6, 7, 8",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1PE0113019,"2, 5, 11, 12, 16, 19, 22, 24, 30, 31, 36, 37, 62",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002526,"1, 2, 3",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002527,"1, 2, 3, 4, 5",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE0152244,"1, 3, 2, 4",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1PE0112920,"1, 2, 4, 6, 9, 11, 27, 38, 41, 44, 3, 8, 53",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE0112829,"70, 72, 93, 95, 99, 104, 108, 156, 165, 167, 185, 199, 220, 264, 269, 272, 274, 275, 279, 302",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1PE0113065,"78, 141, 80, 502, 506",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002528,"1, 2, 3",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE1002529,"1, 2, 3",999.00,1837.00
S.FINE SAPPHIRE,E3427 / 1TE0113170,"1, 2, 3, 4, 5, 8, 10, 7, 12",1115.00,2050.00
S.FINE SAPPHIRE,E3427 / 1TE0112840,"1, 14, 20, 21, 23, 25, 34, 54, 105, 127, 133, 142, 223, 230, 2, 114, 237",1115.00,2050.00
S.FINE SAPPHIRE,E3427 / 1PE0119350,"3, 5, 7, 15, 40, 106, 120, 134, 158, 165, 170, 178",1115.00,2050.00
S.FINE SAPPHIRE,E3427 / 1PE0119348,"3, 8, 9, 60, 72, 82, 87, 131, 160, 198, 203, 204, 181",1115.00,2050.00
S.FINE SAPPHIRE,E3427 / 1TE0116413,"1, 2, 3, 4, 5, 6",1115.00,2050.00
SUPERNOUVA,E8501 / 1TE1001600,"1, 2, 3, 4, 5",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001601,"1, 2, 3, 4, 5, 6",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001602,"1, 2, 3, 4",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001603,"1, 2, 3, 4",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001604,"1, 2, 3, 4",1025.00,1829.00
SUPERNOUVA,E8501 / 1PE0133772,"1, 2, 3, 5, 7, 8, 10, 12, 15, 16, 17, 24, 30, 33, 38, 34",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001606,"1, 2, 3",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1001607,"4, 5, 1, 2, 3",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE0153286,"2, 3, 1",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE0151011,"3, 4, 5, 2, 1",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE0153043,"1, 2, 3, 4, 5, 6, 11, 13, 14, 8, 9, 10, 12",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE0133692,"3, 5, 8, 9, 10, 11, 12, 16, 17, 18, 20, 6, 19",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1002442,"3, 4, 1, 2",1025.00,1829.00
SUPERNOUVA,E8501 / 1TE1002443,"1, 2, 3",1025.00,1829.00
TRAVELIST,E8A36 / 1TE0153485,"3, 4, 1, 2, 5, 6, 7",990.00,1820.00
TRAVELIST,E8A36 / 1TE0153491,"2, 1, 3",990.00,1820.00
TRAVELIST,E8A36 / 1TE0153487,"1, 2, 3, 4",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001576,"1, 2, 3, 4",990.00,1820.00
TRAVELIST,E8A36 / 1TE0153486,"1, 3, 5, 2, 4",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001577,"1, 2, 3, 4",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001578,"1, 2, 3, 4, 5",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001579,"1, 2, 3",990.00,1820.00
TRAVELIST,E8A36 / 1TE0153490,"1, 2, 3, 4, 5",990.00,1820.00
TRAVELIST,E8A36 / 1TE0153481,"1, 2, 6, 7, 9, 3, 4, 5, 8, 10, 11, 12, 13",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001580,"1, 2, 3, 4",990.00,1820.00
TRAVELIST,E8A36 / 1TE1001583,"1, 2, 3, 4, 5",990.00,1820.00
TRAVELIST,E8A36 / 1PE1001548,"1, 2, 3, 4",990.00,1820.00
DOLCEVITA PRIME,E8659 / 1TE1002214,"1, 2, 3, 4",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002215,"1, 2, 3, 4, 5",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002216,"1, 2, 3, 4",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002217,"2, 3, 4, 1",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002218,"1, 2, 3, 4, 5",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0153817,"2, 3, 4, 5, 6, 1",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002229,"1, 2, 3",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002219,"1, 2, 3, 4, 5",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002220,"1, 2, 3, 4",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002221,"1, 2, 3, 4, 5",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002222,"1, 2, 3",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002223,"1, 2, 3",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002224,"1, 2, 3",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0154235,"1, 3, 2, 4",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002226,"1, 2, 3",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0155317,"1, 2, 3, 4",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1PE0153815,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE1002225,"1, 2",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0151774,"1, 2, 3, 4, 5",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0138603,"1, 2, 3, 5, 6, 7",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0138574,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 27, 22",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0141120,"1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 19, 5, 13, 15",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1PE0138618,"82, 84, 111, 157, 172, 177, 199, 200, 209, 215, 217, 229, 231, 232, 234, 246, 249, 250, 178, 218, 248, 257, 34, 154, 11",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0138613,"1, 2, 3, 4, 5, 6, 8, 12, 13, 20, 21, 9, 11, 14, 15, 16",899.00,1653.00
DOLCEVITA PRIME,E8659 / 1TE0138614,"1, 2, 3, 4, 5, 7, 8, 9, 12, 6, 10, 11",959.00,1763.00
DOLCEVITA PRIME,E8659 / 1TE0138615,"1, 3, 15, 29, 30, 31, 32, 41, 27, 44, 45",959.00,1763.00
MAGIC STRETCH,E8A39 / 1TE1002506,"1, 2, 3, 4, 5, 6",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002507,"1, 2",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002509,"1, 2, 3, 4",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002510,"1, 2, 3",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002511,"5, 6, 1, 2, 3, 4",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002512,"1, 2, 3, 4",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002513,"1, 2, 3",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE0155286,"1, 2, 3, 4",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE0155281,"1, 3, 4, 5, 2",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE0155279,"1, 2, 4, 6, 8, 9, 3, 5, 10, 7",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE0155292,"5, 6, 7, 12, 13, 14, 15, 18, 21, 1, 2, 3, 4, 8, 9, 16, 17, 19, 20, 22, 10, 11",815.00,1454.00
MAGIC STRETCH,E8A39 / 1TE1002515,"1, 2, 3, 4, 5",815.00,1454.00
DRESS CIRCLE,K7029 / 1PK0002054,"1, 7, 34, 48, 74, 87, 93, 107, 110, 148, 160, 39, 62, 106, 131, 134, 159",980.00,1696.00
SPRINGFIELD,K7039 / 1PK0004254,"1, 2",1268.00,2194.00
SPRINGFIELD,K7025 / 1PK0112866,1,991.00,1715.00
SPRINGFIELD,K7039 / 1PK0102338,1,1268.00,2194.00
SPRINGFIELD,K7025 / 1PK0010590,1,861.00,1490.00
SPRINGFIELD,K7039 / 1PK0074196,1,1268.00,2194.00
SPRINGFIELD,D9503 / 1PD0112868,1,1328.00,2298.00
SAPPHIRE,E3041 / 1TE0009878,"231, 269, 281, 61, 64, 89, 191, 209, 241",875.00,1391.00
SAPPHIRE,E3041 / 1TE0003751,"85, 90, 102, 111, 112, 114, 122, 124, 130, 134, 143, 147, 161, 91, 101, 105, 110, 115, 117, 120, 121, 125, 145, 86, 95, 133, 155",875.00,1391.00
SAPPHIRE,E3041 / 1TE0003722,"74, 78, 82, 92, 109, 110, 119, 132, 139, 143, 157, 162, 168, 65, 77, 131, 158, 115, 120, 136, 140, 148, 151, 154",875.00,1391.00
SAPPHIRE,E3041 / 1PE0012301,"11, 12, 24, 53, 58, 78, 84, 85, 86, 399, 400, 401, 402, 403, 404, 405, 59, 77",875.00,1391.00
SAPPHIRE,E3041 / 1TE0000963,"145, 146, 151, 153, 155, 162, 164, 169, 170, 173, 177, 186, 197, 206, 68, 74, 85, 133, 188, 195, 207, 92, 112, 123",875.00,1391.00
SAPPHIRE,E3798 / 1TE1003064,"2, 3, 4, 5",875.00,1391.00
SAPPHIRE,E3041 / 1TE0005384,"8, 9, 11, 58, 61, 62, 129, 166, 167, 183, 184, 257, 271, 286, 315, 318, 354, 363, 364, 3, 14, 18, 75, 83, 85, 113, 154, 236, 252, 256, 258, 259, 270, 276, 284, 285, 287, 293, 408",811.00,1289.00
TEROOL,E3250 / 1TE0103928,2,1052.00,1820.00
EUROPIA,E8908 / 1TE0001555,"1, 3, 5, 6, 9, 11, 12, 14, 15, 19, 2, 4, 7, 8, 10, 13, 16, 17, 18",999.00,1729.00
ALDANO,E8973 / 1TE1001979,"1, 3, 4, 5, 2",815.00,1498.00
ALDANO,E8973 / 1TE0153025,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",815.00,1498.00
ALDANO,E8973 / 1TE1001980,"1, 2, 3, 4",815.00,1498.00
ALDANO,E8973 / 1TE1001981,"1, 3, 4, 5, 2",815.00,1498.00
ALDANO,E8973 / 1TE0153029,"1, 2, 3",815.00,1498.00
ALDANO,E8973 / 1TE0153040,"1, 2, 3, 4, 5",815.00,1498.00
ALDANO,E8973 / 1TE1001982,"1, 2, 3, 4",815.00,1498.00
ALDANO,E8973 / 1TE1001983,"1, 2, 3, 4",815.00,1498.00
ALDANO,E8973 / 1TE1001984,"1, 2, 3",815.00,1498.00
ALDANO,E8973 / 1TE0153035,"1, 2, 3, 4, 5, 6",815.00,1498.00
ALDANO,E8973 / 1TE1001986,"1, 2, 3",815.00,1498.00
ALDANO,E8973 / 1TE0153024,"1, 2, 3, 4, 5, 6, 7, 9",815.00,1498.00
ALDANO,E8973 / 1TE0153023,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",815.00,1498.00
ALDANO,E8973 / 1TE1002556,"1, 2, 3, 4, 5, 6",815.00,1498.00
ALDANO,E8973 / 1TE1002557,"1, 2, 3",815.00,1498.00
COSENZA,E8823 / 1TE1002419,"1, 2, 3, 4",749.00,1377.00
COSENZA,E8823 / 1TE1002420,"1, 3, 4, 5, 2",749.00,1377.00
COSENZA,E8823 / 1TE1002421,"1, 2, 3, 4",749.00,1377.00
COSENZA,E8823 / 1TE1002422,"1, 3, 5, 2, 4",749.00,1377.00
COSENZA,E8823 / 1TE1002423,"1, 2, 3, 4, 5",749.00,1377.00
COSENZA,E8823 / 1TE1002424,"1, 2, 3, 4, 5",749.00,1377.00
COSENZA,E8823 / 1TE1002425,"1, 2, 3, 4, 5",749.00,1377.00
COSENZA,E8823 / 1TE0155334,"1, 2, 3, 4, 5",749.00,1377.00
COSENZA,E8823 / 1TE1002426,"1, 2, 3, 4",749.00,1377.00
COSENZA,E8823 / 1TE0150457,"1, 2, 3, 4",749.00,1377.00
COSENZA,E8823 / 1TE0153971,"2, 3, 5, 7, 8, 6",749.00,1377.00
COSENZA,E8823 / 1TE1002427,"1, 2, 3, 4",749.00,1377.00
COSENZA,E8823 / 1TE1002428,"1, 2, 3",749.00,1377.00
COSENZA,E8823 / 1TE0150383,"2, 4, 13, 14, 15, 16, 17, 18, 21",749.00,1377.00
COSENZA,E8823 / 1TE0150385,"8, 10, 11, 17, 20, 9, 19, 21, 14",782.00,1438.00
COSENZA,E8823 / 1PE0150451,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",749.00,1377.00
COSENZA,E8823 / 1TE0154230,"1, 3, 4, 2",749.00,1377.00
COSENZA,E8823 / 1PE0150382,"1, 2, 3, 5, 6, 9, 11, 12, 13, 23, 26, 7",749.00,1377.00
COSENZA,E8823 / 1TE1002429,"1, 2, 3, 4, 5",749.00,1377.00
ELITENZA,E8824 / 1TE0151932,"1, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 22, 11, 21, 102, 103",725.00,1294.00
ELITENZA,E8824 / 1TE1002530,"1, 2, 3, 4",725.00,1294.00
ELITENZA,E8824 / 1TE0154029,1,725.00,1294.00
ELITENZA,E8824 / 1TE1002532,1,725.00,1294.00
ELITENZA,E8824 / 1TE0154027,1,725.00,1294.00
ELITENZA,E8824 / 1TE0154026,1,725.00,1294.00
ELITENZA,E8824 / 1TE1002535,1,725.00,1294.00
ELITENZA,E8824 / 1TE0152352,1,725.00,1294.00
ELITENZA,E8824 / 1TE1002537,1,725.00,1294.00
ELITENZA,E8824 / 1TE0151921,1,725.00,1294.00
ELITENZA,E8824 / 1TE0152354,1,725.00,1294.00
ELITENZA,E8824 / 1TE1002540,1,725.00,1294.00
ELITENZA,E8824 / 1TE1002541,"1, 2, 3, 4",725.00,1294.00
ELITENZA,E8824 / 1TE1002542,"1, 2, 3, 4",725.00,1294.00
ELITENZA,E8824 / 1TE0151933,"1, 2, 3, 4",782.00,1395.00
ELITENZA,E8824 / 1TE0151918,"1, 2, 3, 4, 6, 7, 8, 5, 10, 103, 104, 102, 105, 9",725.00,1294.00
ELITENZA,E8824 / 1TE1002547,"1, 2, 3",725.00,1294.00
ELITENZA,E8824 / 1TE1002548,"1, 2, 3",725.00,1294.00
ELITENZA,E8824 / 1TE1002549,"1, 2, 3, 4, 5",725.00,1294.00
ELITENZA,E8824 / 1TE1002550,"1, 2, 3, 4",725.00,1294.00
ELITENZA,E8824 / 1TE0152018,"2, 5, 6, 8, 11, 15, 16, 17, 20, 21, 22, 24, 25, 26, 27, 28, 29, 32, 33, 34, 36, 42, 43, 30",725.00,1294.00
ELITENZA,E8824 / 1TE0155370,"1, 2, 3",725.00,1294.00
ELITENZA,E8824 / 1TE0155159,"1, 3, 4, 5, 6",725.00,1294.00
ELITENZA,E8824 / 1TE1002551,"1, 2, 3",782.00,1395.00
ELITENZA,E8824 / 1TE1002552,"1, 2, 3",725.00,1294.00
ELITENZA,E8824 / 1TE1002553,"1, 2",725.00,1294.00
TERINOUVA,E8325 / 1TE0125935,"1, 4, 5, 7, 8, 9, 10, 11, 12, 15, 16",640.00,1142.00
TERINOUVA,E8325 / 1TE0127702,"1, 2, 3, 4, 5, 9, 11",640.00,1142.00
TERINOUVA,E8325 / 1TE0127700,"6, 7, 8, 9, 10, 1, 2, 3, 4, 5",640.00,1142.00
TERINOUVA,E8325 / 1TE1002845,"1, 2, 3, 4",640.00,1142.00
TERINOUVA,E8325 / 1TE1002844,"1, 2, 3, 4, 5, 6, 7",640.00,1142.00
ESPERENZA,E8677 / 1TE0141116,"1, 2, 3, 4, 6, 7, 11, 13, 15, 16, 17, 19, 8, 12, 14, 18",599.00,1069.00
ESPERENZA,E8677 / 1TE0153561,"1, 2, 3, 4",599.00,1069.00
ESPERENZA,E8677 / 1TE1002496,"1, 2, 4, 5, 6, 3",599.00,1069.00
ESPERENZA,E8677 / 1TE1002497,"2, 3, 4, 5, 1",599.00,1069.00
ESPERENZA,E8677 / 1TE0153659,"1, 3, 2",599.00,1069.00
ESPERENZA,E8677 / 1TE1002498,"3, 4, 5, 1, 2",599.00,1069.00
ESPERENZA,E8677 / 1TE1002499,"1, 2, 3, 4, 5",599.00,1069.00
ESPERENZA,E8677 / 1TE1002500,"1, 2, 3, 4, 5, 6",599.00,1069.00
ESPERENZA,E8677 / 1TE1002501,"1, 2, 3, 4, 5",599.00,1069.00
ESPERENZA,E8677 / 1TE1002502,"1, 2, 3, 4, 5",599.00,1069.00
ESPERENZA,E8677 / 1TE1002653,"1, 2, 3, 4, 5, 6",599.00,1069.00
ESPERENZA,E8677 / 1TE0153979,"4, 5, 1, 2, 3",599.00,1069.00
ESPERENZA,E8677 / 1TE0141117,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12",599.00,1069.00
ESPERENZA,E8677 / 1TE0141115,"1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 10, 12, 15",599.00,1069.00
